train_number,station_code,timestamp,scheduled_arrival,scheduled_departure,actual_arrival,speed_kmph,signal_aspect,rolling_stock_health,weather_condition
12495,ALD,2025-09-17 20:51:00,2025-09-17 20:54:00,2025-09-17 21:01:00,2025-09-17 20:57:00,48.6,RED,0.93,clear
12396,PNBE,2025-09-14 01:29:00,2025-09-14 01:33:00,2025-09-14 01:42:00,2025-09-14 01:49:00,38.5,YELLOW,0.82,clear
12749,NDLS,2025-09-05 07:50:00,2025-09-05 07:54:00,2025-09-05 08:03:00,2025-09-05 07:57:00,64.3,YELLOW,0.89,clear
12302,NDLS,2025-09-10 22:54:00,2025-09-10 22:57:00,2025-09-10 23:03:00,2025-09-10 23:07:00,34.7,YELLOW,0.88,rain
12815,CNB,2025-09-02 12:52:00,2025-09-02 12:57:00,2025-09-02 13:03:00,2025-09-02 13:07:00,55.2,RED,0.93,rain
12710,BCT,2025-09-03 06:34:00,2025-09-03 06:39:00,2025-09-03 06:46:00,2025-09-03 06:54:00,47.7,GREEN,0.87,storm
12258,CNB,2025-09-18 22:27:00,2025-09-18 22:32:00,2025-09-18 22:41:00,2025-09-18 22:35:00,37.8,GREEN,0.91,fog
12191,SDAH,2025-09-10 15:50:00,2025-09-10 15:55:00,2025-09-10 15:58:00,2025-09-10 16:10:00,44.2,YELLOW,0.88,rain
12939,MGS,2025-09-01 12:04:00,2025-09-01 12:08:00,2025-09-01 12:14:00,2025-09-01 12:07:00,43.6,RED,0.94,fog
12815,PNBE,2025-09-03 18:16:00,2025-09-03 18:18:00,2025-09-03 18:28:00,2025-09-03 18:40:00,39.7,YELLOW,0.87,fog
12256,ST,2025-09-08 22:01:00,2025-09-08 22:04:00,2025-09-08 22:08:00,2025-09-08 22:09:00,44.9,RED,0.87,rain
12110,VAPI,2025-09-16 15:12:00,2025-09-16 15:14:00,2025-09-16 15:24:00,2025-09-16 15:21:00,43.2,YELLOW,0.79,rain
12213,VAPI,2025-09-02 05:29:00,2025-09-02 05:32:00,2025-09-02 05:37:00,2025-09-02 05:42:00,55.8,GREEN,0.87,clear
12974,PNBE,2025-09-13 09:49:00,2025-09-13 09:52:00,2025-09-13 09:57:00,2025-09-13 10:09:00,62.1,GREEN,0.94,rain
12317,BCT,2025-09-17 15:23:00,2025-09-17 15:25:00,2025-09-17 15:35:00,2025-09-17 15:42:00,33.0,GREEN,0.89,clear
12315,BCT,2025-09-18 12:48:00,2025-09-18 12:50:00,2025-09-18 13:00:00,2025-09-18 12:58:00,42.1,YELLOW,0.93,storm
12832,VAPI,2025-09-18 07:33:00,2025-09-18 07:37:00,2025-09-18 07:41:00,2025-09-18 07:55:00,39.3,GREEN,0.87,fog
12041,SDAH,2025-09-09 17:17:00,2025-09-09 17:19:00,2025-09-09 17:27:00,2025-09-09 17:48:00,45.9,RED,0.9,rain
12083,ALD,2025-09-03 08:25:00,2025-09-03 08:29:00,2025-09-03 08:36:00,2025-09-03 08:30:00,56.8,YELLOW,0.87,clear
12026,PNBE,2025-09-11 18:41:00,2025-09-11 18:43:00,2025-09-11 18:52:00,2025-09-11 18:42:00,53.6,YELLOW,0.84,storm
12300,HWH,2025-09-06 04:10:00,2025-09-06 04:13:00,2025-09-06 04:17:00,2025-09-06 04:36:00,46.8,RED,0.91,clear
12451,ST,2025-09-18 19:41:00,2025-09-18 19:43:00,2025-09-18 19:48:00,2025-09-18 19:52:00,31.5,YELLOW,0.81,storm
12113,ALD,2025-09-20 04:53:00,2025-09-20 04:57:00,2025-09-20 05:02:00,2025-09-20 04:59:00,51.3,GREEN,0.85,storm
12031,ST,2025-09-16 17:04:00,2025-09-16 17:09:00,2025-09-16 17:18:00,2025-09-16 17:38:00,57.7,RED,0.88,fog
12374,ALD,2025-09-15 17:49:00,2025-09-15 17:52:00,2025-09-15 18:00:00,2025-09-15 17:59:00,51.5,RED,0.89,fog
12310,ALD,2025-09-11 08:36:00,2025-09-11 08:41:00,2025-09-11 08:49:00,2025-09-11 08:48:00,43.8,GREEN,0.95,clear
12857,BCT,2025-09-04 11:32:00,2025-09-04 11:37:00,2025-09-04 11:41:00,2025-09-04 11:39:00,40.4,RED,0.83,clear
12543,VAPI,2025-09-13 22:26:00,2025-09-13 22:27:00,2025-09-13 22:34:00,2025-09-13 22:26:00,51.2,YELLOW,0.87,storm
12269,MGS,2025-09-05 21:38:00,2025-09-05 21:39:00,2025-09-05 21:46:00,2025-09-05 22:03:00,54.5,YELLOW,0.86,storm
12320,VAPI,2025-09-15 14:57:00,2025-09-15 14:59:00,2025-09-15 15:06:00,2025-09-15 15:18:00,29.6,YELLOW,0.88,clear
12135,SDAH,2025-09-19 19:22:00,2025-09-19 19:23:00,2025-09-19 19:28:00,2025-09-19 19:43:00,55.6,GREEN,0.92,fog
12294,ST,2025-09-05 06:57:00,2025-09-05 07:01:00,2025-09-05 07:10:00,2025-09-05 07:03:00,23.8,GREEN,0.86,clear
12746,PNBE,2025-09-08 21:26:00,2025-09-08 21:27:00,2025-09-08 21:33:00,2025-09-08 21:53:00,50.3,GREEN,0.87,rain
12234,BCT,2025-09-07 12:58:00,2025-09-07 12:59:00,2025-09-07 13:08:00,2025-09-07 13:26:00,51.4,RED,0.9,fog
12195,SDAH,2025-09-19 23:43:00,2025-09-19 23:47:00,2025-09-19 23:51:00,2025-09-20 00:11:00,40.4,GREEN,0.91,storm
12504,NDLS,2025-09-15 11:16:00,2025-09-15 11:19:00,2025-09-15 11:26:00,2025-09-15 11:34:00,52.7,RED,0.98,storm
12472,HWH,2025-09-12 11:51:00,2025-09-12 11:53:00,2025-09-12 11:58:00,2025-09-12 12:14:00,39.8,YELLOW,0.82,rain
12780,NDLS,2025-09-12 07:53:00,2025-09-12 07:57:00,2025-09-12 08:07:00,2025-09-12 08:02:00,44.9,RED,0.99,fog
12332,SDAH,2025-09-09 02:05:00,2025-09-09 02:09:00,2025-09-09 02:13:00,2025-09-09 02:26:00,57.1,RED,0.88,fog
12961,NDLS,2025-09-19 22:40:00,2025-09-19 22:45:00,2025-09-19 22:52:00,2025-09-19 22:50:00,42.3,RED,0.87,rain
12612,ALD,2025-09-18 20:46:00,2025-09-18 20:49:00,2025-09-18 20:56:00,2025-09-18 21:08:00,63.8,RED,0.94,storm
12700,ALD,2025-09-05 08:18:00,2025-09-05 08:23:00,2025-09-05 08:26:00,2025-09-05 08:28:00,35.9,RED,0.88,fog
12251,MGS,2025-09-03 23:09:00,2025-09-03 23:10:00,2025-09-03 23:18:00,2025-09-03 23:26:00,54.4,YELLOW,1.0,storm
12649,ST,2025-09-05 02:24:00,2025-09-05 02:25:00,2025-09-05 02:29:00,2025-09-05 02:44:00,29.9,YELLOW,0.98,rain
12269,ST,2025-09-17 11:01:00,2025-09-17 11:04:00,2025-09-17 11:10:00,2025-09-17 11:29:00,48.4,GREEN,0.91,rain
12821,MGS,2025-09-16 11:37:00,2025-09-16 11:40:00,2025-09-16 11:50:00,2025-09-16 11:57:00,52.0,YELLOW,0.91,storm
12489,SDAH,2025-09-11 06:03:00,2025-09-11 06:06:00,2025-09-11 06:09:00,2025-09-11 06:21:00,35.8,YELLOW,0.94,rain
12947,ALD,2025-09-13 00:34:00,2025-09-13 00:38:00,2025-09-13 00:43:00,2025-09-13 00:57:00,32.6,GREEN,0.83,rain
12031,BCT,2025-09-01 19:04:00,2025-09-01 19:06:00,2025-09-01 19:13:00,2025-09-01 19:15:00,48.8,YELLOW,0.93,fog
12979,ALD,2025-09-07 08:37:00,2025-09-07 08:39:00,2025-09-07 08:42:00,2025-09-07 09:08:00,52.4,YELLOW,0.94,storm
12313,PNBE,2025-09-08 22:30:00,2025-09-08 22:31:00,2025-09-08 22:40:00,2025-09-08 22:50:00,43.5,YELLOW,0.96,storm
12027,MGS,2025-09-15 23:25:00,2025-09-15 23:27:00,2025-09-15 23:36:00,2025-09-15 23:54:00,29.0,RED,0.91,rain
12412,PNBE,2025-09-20 06:33:00,2025-09-20 06:36:00,2025-09-20 06:44:00,2025-09-20 06:55:00,42.7,RED,0.87,storm
12740,ALD,2025-09-11 07:48:00,2025-09-11 07:51:00,2025-09-11 07:58:00,2025-09-11 07:59:00,72.9,RED,0.83,rain
12049,ALD,2025-09-04 16:07:00,2025-09-04 16:08:00,2025-09-04 16:13:00,2025-09-04 16:18:00,55.9,GREEN,0.88,rain
12728,ALD,2025-09-09 23:02:00,2025-09-09 23:06:00,2025-09-09 23:16:00,2025-09-09 23:23:00,49.8,GREEN,0.93,fog
12836,NDLS,2025-09-18 05:00:00,2025-09-18 05:02:00,2025-09-18 05:08:00,2025-09-18 05:02:00,42.8,YELLOW,0.89,rain
12567,SDAH,2025-09-02 20:46:00,2025-09-02 20:47:00,2025-09-02 20:53:00,2025-09-02 20:48:00,40.8,YELLOW,0.88,fog
12584,HWH,2025-09-10 21:58:00,2025-09-10 22:00:00,2025-09-10 22:09:00,2025-09-10 22:27:00,32.0,RED,0.87,fog
12226,NDLS,2025-09-05 02:02:00,2025-09-05 02:04:00,2025-09-05 02:10:00,2025-09-05 02:19:00,33.3,YELLOW,0.83,storm
12908,ST,2025-09-15 00:11:00,2025-09-15 00:16:00,2025-09-15 00:23:00,2025-09-15 00:28:00,32.5,RED,0.87,rain
12814,ALD,2025-09-05 08:34:00,2025-09-05 08:36:00,2025-09-05 08:43:00,2025-09-05 08:53:00,64.6,RED,0.94,fog
12706,VAPI,2025-09-06 21:17:00,2025-09-06 21:19:00,2025-09-06 21:29:00,2025-09-06 21:36:00,37.2,GREEN,0.88,clear
12347,MGS,2025-09-01 06:59:00,2025-09-01 07:00:00,2025-09-01 07:05:00,2025-09-01 07:00:00,36.5,RED,0.99,clear
12223,NDLS,2025-09-05 11:22:00,2025-09-05 11:24:00,2025-09-05 11:30:00,2025-09-05 11:50:00,31.8,YELLOW,0.8,storm
12264,VAPI,2025-09-17 06:30:00,2025-09-17 06:32:00,2025-09-17 06:38:00,2025-09-17 06:38:00,44.4,YELLOW,0.85,rain
12802,BCT,2025-09-17 00:45:00,2025-09-17 00:47:00,2025-09-17 00:57:00,2025-09-17 01:06:00,42.0,GREEN,0.95,rain
12143,VAPI,2025-09-08 03:21:00,2025-09-08 03:22:00,2025-09-08 03:28:00,2025-09-08 03:23:00,45.8,GREEN,1.0,rain
12187,NDLS,2025-09-14 16:09:00,2025-09-14 16:14:00,2025-09-14 16:17:00,2025-09-14 16:16:00,62.8,RED,0.94,clear
12220,VAPI,2025-09-18 00:52:00,2025-09-18 00:54:00,2025-09-18 01:00:00,2025-09-18 01:23:00,24.0,GREEN,0.89,rain
12013,PNBE,2025-09-20 10:08:00,2025-09-20 10:12:00,2025-09-20 10:16:00,2025-09-20 10:20:00,36.3,GREEN,0.89,storm
12138,NDLS,2025-09-05 05:55:00,2025-09-05 05:56:00,2025-09-05 06:04:00,2025-09-05 05:57:00,41.9,YELLOW,0.98,fog
12326,HWH,2025-09-14 19:22:00,2025-09-14 19:23:00,2025-09-14 19:26:00,2025-09-14 19:44:00,50.7,GREEN,0.99,fog
12728,PNBE,2025-09-08 05:07:00,2025-09-08 05:11:00,2025-09-08 05:19:00,2025-09-08 05:24:00,36.8,GREEN,0.95,clear
12242,PNBE,2025-09-06 07:08:00,2025-09-06 07:13:00,2025-09-06 07:19:00,2025-09-06 07:11:00,47.2,GREEN,0.83,fog
12061,CNB,2025-09-13 00:03:00,2025-09-13 00:04:00,2025-09-13 00:09:00,2025-09-13 00:13:00,46.1,GREEN,0.91,rain
12306,BCT,2025-09-18 07:57:00,2025-09-18 08:02:00,2025-09-18 08:07:00,2025-09-18 08:28:00,52.0,YELLOW,0.87,storm
12269,NDLS,2025-09-10 15:20:00,2025-09-10 15:24:00,2025-09-10 15:34:00,2025-09-10 15:30:00,42.4,RED,0.9,rain
12912,ALD,2025-09-10 18:51:00,2025-09-10 18:53:00,2025-09-10 19:03:00,2025-09-10 18:56:00,34.3,YELLOW,0.95,rain
12525,ALD,2025-09-20 08:43:00,2025-09-20 08:45:00,2025-09-20 08:53:00,2025-09-20 08:53:00,50.1,RED,0.95,clear
12495,HWH,2025-09-16 10:16:00,2025-09-16 10:21:00,2025-09-16 10:25:00,2025-09-16 10:48:00,45.4,RED,0.9,rain
12030,ST,2025-09-06 11:12:00,2025-09-06 11:13:00,2025-09-06 11:20:00,2025-09-06 11:35:00,55.3,YELLOW,0.88,fog
12450,SDAH,2025-09-05 17:12:00,2025-09-05 17:14:00,2025-09-05 17:24:00,2025-09-05 17:34:00,44.1,YELLOW,0.94,fog
12777,NDLS,2025-09-15 08:28:00,2025-09-15 08:31:00,2025-09-15 08:36:00,2025-09-15 08:57:00,48.2,GREEN,0.88,rain
12637,BCT,2025-09-02 02:44:00,2025-09-02 02:47:00,2025-09-02 02:55:00,2025-09-02 03:05:00,36.4,GREEN,0.87,clear
12026,HWH,2025-09-11 18:20:00,2025-09-11 18:25:00,2025-09-11 18:32:00,2025-09-11 18:27:00,33.2,RED,0.9,clear
12019,CNB,2025-09-12 00:03:00,2025-09-12 00:08:00,2025-09-12 00:18:00,2025-09-12 00:11:00,36.4,GREEN,0.91,storm
12578,ST,2025-09-05 20:44:00,2025-09-05 20:49:00,2025-09-05 20:58:00,2025-09-05 20:54:00,32.2,RED,0.9,clear
12633,BCT,2025-09-21 02:47:00,2025-09-21 02:51:00,2025-09-21 02:54:00,2025-09-21 02:53:00,53.6,RED,0.92,fog
12140,BCT,2025-09-08 08:17:00,2025-09-08 08:19:00,2025-09-08 08:22:00,2025-09-08 08:39:00,51.3,RED,0.95,fog
12403,SDAH,2025-09-18 09:08:00,2025-09-18 09:12:00,2025-09-18 09:20:00,2025-09-18 09:10:00,60.4,RED,0.88,storm
12327,ALD,2025-09-11 11:01:00,2025-09-11 11:04:00,2025-09-11 11:08:00,2025-09-11 11:22:00,46.6,RED,0.86,fog
12291,VAPI,2025-09-12 10:27:00,2025-09-12 10:30:00,2025-09-12 10:36:00,2025-09-12 10:50:00,51.9,RED,0.92,clear
12150,CNB,2025-09-16 19:01:00,2025-09-16 19:06:00,2025-09-16 19:16:00,2025-09-16 19:32:00,43.1,RED,0.93,clear
12022,SDAH,2025-09-13 23:18:00,2025-09-13 23:21:00,2025-09-13 23:26:00,2025-09-13 23:36:00,49.9,YELLOW,0.92,clear
12147,NDLS,2025-09-09 04:55:00,2025-09-09 05:00:00,2025-09-09 05:03:00,2025-09-09 05:18:00,39.6,GREEN,1.0,rain
12323,BCT,2025-09-06 10:46:00,2025-09-06 10:48:00,2025-09-06 10:57:00,2025-09-06 11:13:00,43.7,YELLOW,0.85,storm
12688,SDAH,2025-09-06 14:54:00,2025-09-06 14:56:00,2025-09-06 15:02:00,2025-09-06 15:10:00,38.0,YELLOW,0.85,rain
12905,BCT,2025-09-08 04:12:00,2025-09-08 04:14:00,2025-09-08 04:21:00,2025-09-08 04:40:00,57.5,RED,0.98,fog
12092,CNB,2025-09-19 20:17:00,2025-09-19 20:21:00,2025-09-19 20:31:00,2025-09-19 20:43:00,50.6,YELLOW,0.9,fog
12572,HWH,2025-09-16 09:00:00,2025-09-16 09:05:00,2025-09-16 09:11:00,2025-09-16 09:25:00,50.7,RED,0.92,storm
12334,MGS,2025-09-03 14:12:00,2025-09-03 14:17:00,2025-09-03 14:26:00,2025-09-03 14:42:00,35.2,GREEN,0.88,clear
12529,VAPI,2025-09-11 15:32:00,2025-09-11 15:36:00,2025-09-11 15:39:00,2025-09-11 15:49:00,54.9,GREEN,0.93,clear
12978,NDLS,2025-09-13 19:06:00,2025-09-13 19:08:00,2025-09-13 19:16:00,2025-09-13 19:15:00,34.9,YELLOW,0.96,clear
12581,CNB,2025-09-18 03:26:00,2025-09-18 03:29:00,2025-09-18 03:33:00,2025-09-18 03:37:00,39.6,RED,0.86,clear
12902,PNBE,2025-09-15 04:35:00,2025-09-15 04:38:00,2025-09-15 04:48:00,2025-09-15 05:07:00,43.7,GREEN,0.91,clear
12135,BCT,2025-09-11 09:25:00,2025-09-11 09:30:00,2025-09-11 09:38:00,2025-09-11 09:29:00,50.1,RED,0.86,clear
12926,CNB,2025-09-05 17:11:00,2025-09-05 17:15:00,2025-09-05 17:19:00,2025-09-05 17:21:00,54.3,RED,0.81,clear
12694,MGS,2025-09-03 15:45:00,2025-09-03 15:48:00,2025-09-03 15:51:00,2025-09-03 15:56:00,42.2,GREEN,0.91,rain
12469,MGS,2025-09-18 01:32:00,2025-09-18 01:34:00,2025-09-18 01:44:00,2025-09-18 01:54:00,36.9,YELLOW,0.99,rain
12434,BCT,2025-09-12 14:22:00,2025-09-12 14:25:00,2025-09-12 14:32:00,2025-09-12 14:53:00,43.4,RED,0.94,rain
12622,HWH,2025-09-20 16:54:00,2025-09-20 16:57:00,2025-09-20 17:00:00,2025-09-20 17:04:00,55.6,YELLOW,0.9,fog
12133,SDAH,2025-09-10 19:12:00,2025-09-10 19:15:00,2025-09-10 19:22:00,2025-09-10 19:24:00,40.4,YELLOW,0.88,fog
12336,HWH,2025-09-14 23:35:00,2025-09-14 23:38:00,2025-09-14 23:42:00,2025-09-14 23:38:00,48.2,GREEN,0.94,clear
12000,PNBE,2025-09-01 05:37:00,2025-09-01 05:39:00,2025-09-01 05:42:00,2025-09-01 05:46:00,42.7,RED,0.9,storm
12777,VAPI,2025-09-19 00:28:00,2025-09-19 00:33:00,2025-09-19 00:43:00,2025-09-19 00:43:00,55.0,YELLOW,0.89,storm
12193,PNBE,2025-09-08 05:55:00,2025-09-08 05:56:00,2025-09-08 06:00:00,2025-09-08 06:06:00,54.5,GREEN,0.9,storm
12759,HWH,2025-09-05 04:28:00,2025-09-05 04:30:00,2025-09-05 04:37:00,2025-09-05 04:57:00,33.6,RED,0.77,rain
12222,BCT,2025-09-05 21:50:00,2025-09-05 21:52:00,2025-09-05 21:55:00,2025-09-05 22:12:00,63.6,YELLOW,0.86,clear
12570,PNBE,2025-09-05 23:09:00,2025-09-05 23:13:00,2025-09-05 23:16:00,2025-09-05 23:35:00,55.7,RED,0.9,storm
12853,ST,2025-09-18 07:49:00,2025-09-18 07:51:00,2025-09-18 07:57:00,2025-09-18 08:09:00,51.9,YELLOW,0.97,storm
12062,VAPI,2025-09-18 13:16:00,2025-09-18 13:21:00,2025-09-18 13:31:00,2025-09-18 13:38:00,33.7,GREEN,0.89,rain
12424,HWH,2025-09-15 09:23:00,2025-09-15 09:27:00,2025-09-15 09:33:00,2025-09-15 09:39:00,43.6,GREEN,0.94,rain
12893,VAPI,2025-09-03 12:37:00,2025-09-03 12:41:00,2025-09-03 12:48:00,2025-09-03 13:05:00,40.1,YELLOW,0.93,fog
12537,SDAH,2025-09-18 12:49:00,2025-09-18 12:52:00,2025-09-18 12:57:00,2025-09-18 13:20:00,36.4,GREEN,0.85,clear
12421,MGS,2025-09-03 21:36:00,2025-09-03 21:37:00,2025-09-03 21:45:00,2025-09-03 21:41:00,45.1,GREEN,0.95,fog
12811,VAPI,2025-09-10 12:50:00,2025-09-10 12:51:00,2025-09-10 13:01:00,2025-09-10 13:06:00,53.4,RED,0.99,storm
12065,SDAH,2025-09-08 03:07:00,2025-09-08 03:12:00,2025-09-08 03:19:00,2025-09-08 03:16:00,54.1,RED,0.88,rain
12684,ST,2025-09-01 14:49:00,2025-09-01 14:51:00,2025-09-01 14:57:00,2025-09-01 14:50:00,35.9,GREEN,0.88,fog
12771,ST,2025-09-02 02:29:00,2025-09-02 02:30:00,2025-09-02 02:34:00,2025-09-02 02:48:00,21.6,RED,0.85,clear
12958,CNB,2025-09-03 04:37:00,2025-09-03 04:39:00,2025-09-03 04:49:00,2025-09-03 05:06:00,38.5,RED,0.92,storm
12723,SDAH,2025-09-16 20:18:00,2025-09-16 20:22:00,2025-09-16 20:31:00,2025-09-16 20:29:00,42.1,GREEN,0.88,storm
12841,NDLS,2025-09-07 08:29:00,2025-09-07 08:30:00,2025-09-07 08:36:00,2025-09-07 08:44:00,29.0,GREEN,0.92,rain
12908,ALD,2025-09-11 16:34:00,2025-09-11 16:35:00,2025-09-11 16:40:00,2025-09-11 16:54:00,56.5,RED,0.82,storm
12503,HWH,2025-09-19 04:15:00,2025-09-19 04:19:00,2025-09-19 04:24:00,2025-09-19 04:27:00,65.5,RED,0.93,storm
12391,HWH,2025-09-04 01:38:00,2025-09-04 01:42:00,2025-09-04 01:48:00,2025-09-04 01:48:00,51.4,YELLOW,0.81,clear
12804,HWH,2025-09-05 06:28:00,2025-09-05 06:31:00,2025-09-05 06:34:00,2025-09-05 06:32:00,38.7,RED,0.86,fog
12300,BCT,2025-09-06 05:15:00,2025-09-06 05:19:00,2025-09-06 05:29:00,2025-09-06 05:35:00,34.5,RED,0.87,fog
12397,ST,2025-09-10 19:10:00,2025-09-10 19:13:00,2025-09-10 19:23:00,2025-09-10 19:12:00,37.9,RED,0.87,fog
12713,CNB,2025-09-01 19:54:00,2025-09-01 19:55:00,2025-09-01 19:59:00,2025-09-01 20:06:00,37.9,GREEN,0.96,clear
12186,ALD,2025-09-13 06:55:00,2025-09-13 06:56:00,2025-09-13 07:00:00,2025-09-13 07:19:00,46.5,YELLOW,0.86,clear
12524,VAPI,2025-09-10 23:40:00,2025-09-10 23:41:00,2025-09-10 23:47:00,2025-09-10 23:51:00,37.5,YELLOW,0.92,rain
12698,ST,2025-09-20 05:40:00,2025-09-20 05:44:00,2025-09-20 05:48:00,2025-09-20 06:03:00,47.8,YELLOW,0.93,rain
12230,BCT,2025-09-08 19:03:00,2025-09-08 19:07:00,2025-09-08 19:17:00,2025-09-08 19:12:00,54.3,YELLOW,0.84,rain
12360,NDLS,2025-09-16 18:32:00,2025-09-16 18:37:00,2025-09-16 18:40:00,2025-09-16 19:05:00,53.9,RED,0.82,fog
12867,ALD,2025-09-19 18:54:00,2025-09-19 18:56:00,2025-09-19 19:04:00,2025-09-19 18:55:00,41.8,RED,0.96,fog
12986,CNB,2025-09-02 04:47:00,2025-09-02 04:49:00,2025-09-02 04:57:00,2025-09-02 05:10:00,40.2,RED,0.94,storm
12601,BCT,2025-09-11 03:17:00,2025-09-11 03:18:00,2025-09-11 03:23:00,2025-09-11 03:17:00,44.0,RED,0.88,rain
12687,HWH,2025-09-02 03:20:00,2025-09-02 03:22:00,2025-09-02 03:30:00,2025-09-02 03:22:00,42.4,RED,0.91,fog
12233,PNBE,2025-09-18 02:18:00,2025-09-18 02:23:00,2025-09-18 02:30:00,2025-09-18 02:29:00,56.7,YELLOW,0.92,storm
12950,HWH,2025-09-03 22:37:00,2025-09-03 22:41:00,2025-09-03 22:47:00,2025-09-03 22:46:00,40.0,YELLOW,0.89,clear
12646,VAPI,2025-09-16 20:30:00,2025-09-16 20:33:00,2025-09-16 20:37:00,2025-09-16 20:34:00,49.2,YELLOW,0.93,storm
12542,VAPI,2025-09-20 05:24:00,2025-09-20 05:27:00,2025-09-20 05:37:00,2025-09-20 05:42:00,20.0,RED,0.94,rain
12521,CNB,2025-09-18 05:39:00,2025-09-18 05:40:00,2025-09-18 05:49:00,2025-09-18 06:06:00,29.5,YELLOW,0.98,storm
12764,HWH,2025-09-20 08:43:00,2025-09-20 08:47:00,2025-09-20 08:52:00,2025-09-20 09:07:00,53.0,RED,0.94,clear
12549,VAPI,2025-09-20 22:38:00,2025-09-20 22:39:00,2025-09-20 22:45:00,2025-09-20 22:39:00,55.6,RED,0.9,storm
12802,PNBE,2025-09-01 20:04:00,2025-09-01 20:08:00,2025-09-01 20:12:00,2025-09-01 20:33:00,44.7,RED,0.97,storm
12156,ALD,2025-09-17 11:31:00,2025-09-17 11:34:00,2025-09-17 11:44:00,2025-09-17 11:33:00,51.1,RED,0.93,clear
12436,PNBE,2025-09-18 19:03:00,2025-09-18 19:05:00,2025-09-18 19:11:00,2025-09-18 19:18:00,45.2,GREEN,0.91,fog
12007,PNBE,2025-09-11 04:46:00,2025-09-11 04:50:00,2025-09-11 05:00:00,2025-09-11 05:09:00,45.4,RED,0.99,storm
12877,ST,2025-09-10 00:33:00,2025-09-10 00:35:00,2025-09-10 00:45:00,2025-09-10 00:34:00,59.4,GREEN,0.86,storm
12695,PNBE,2025-09-15 02:58:00,2025-09-15 03:00:00,2025-09-15 03:09:00,2025-09-15 03:22:00,49.6,RED,0.96,clear
12385,CNB,2025-09-20 20:19:00,2025-09-20 20:22:00,2025-09-20 20:28:00,2025-09-20 20:33:00,45.5,GREEN,0.91,fog
12818,ALD,2025-09-20 09:47:00,2025-09-20 09:49:00,2025-09-20 09:55:00,2025-09-20 10:14:00,39.4,YELLOW,0.93,rain
12957,VAPI,2025-09-12 23:49:00,2025-09-12 23:50:00,2025-09-12 23:56:00,2025-09-13 00:07:00,53.3,RED,0.83,fog
12488,SDAH,2025-09-06 23:47:00,2025-09-06 23:51:00,2025-09-06 23:54:00,2025-09-07 00:17:00,26.4,RED,0.95,storm
12464,CNB,2025-09-07 11:32:00,2025-09-07 11:34:00,2025-09-07 11:39:00,2025-09-07 11:44:00,41.2,YELLOW,0.91,storm
12567,PNBE,2025-09-13 06:39:00,2025-09-13 06:43:00,2025-09-13 06:49:00,2025-09-13 06:59:00,35.3,GREEN,0.95,rain
12466,MGS,2025-09-12 14:09:00,2025-09-12 14:10:00,2025-09-12 14:13:00,2025-09-12 14:18:00,57.1,YELLOW,0.9,clear
12735,PNBE,2025-09-04 04:23:00,2025-09-04 04:26:00,2025-09-04 04:31:00,2025-09-04 04:40:00,43.9,RED,0.78,storm
12735,HWH,2025-09-04 11:37:00,2025-09-04 11:40:00,2025-09-04 11:44:00,2025-09-04 11:38:00,53.8,GREEN,0.85,rain
12303,PNBE,2025-09-17 16:48:00,2025-09-17 16:53:00,2025-09-17 16:58:00,2025-09-17 17:12:00,62.5,RED,0.91,fog
12133,ST,2025-09-02 10:29:00,2025-09-02 10:31:00,2025-09-02 10:36:00,2025-09-02 10:54:00,37.9,YELLOW,0.97,clear
12867,NDLS,2025-09-19 06:13:00,2025-09-19 06:16:00,2025-09-19 06:20:00,2025-09-19 06:38:00,45.4,GREEN,0.92,storm
12028,CNB,2025-09-20 20:58:00,2025-09-20 21:01:00,2025-09-20 21:07:00,2025-09-20 21:20:00,33.6,RED,0.96,rain
12003,NDLS,2025-09-05 01:10:00,2025-09-05 01:12:00,2025-09-05 01:20:00,2025-09-05 01:20:00,40.2,GREEN,0.82,clear
12173,HWH,2025-09-12 05:48:00,2025-09-12 05:53:00,2025-09-12 06:03:00,2025-09-12 05:57:00,45.5,GREEN,0.84,fog
12717,HWH,2025-09-03 21:31:00,2025-09-03 21:35:00,2025-09-03 21:42:00,2025-09-03 21:35:00,44.8,GREEN,0.89,storm
12980,HWH,2025-09-18 03:01:00,2025-09-18 03:04:00,2025-09-18 03:09:00,2025-09-18 03:09:00,57.7,RED,0.86,storm
12612,SDAH,2025-09-08 17:48:00,2025-09-08 17:49:00,2025-09-08 17:55:00,2025-09-08 17:51:00,58.3,YELLOW,0.92,clear
12528,PNBE,2025-09-17 05:07:00,2025-09-17 05:10:00,2025-09-17 05:16:00,2025-09-17 05:22:00,58.0,YELLOW,0.96,fog
12935,BCT,2025-09-09 17:40:00,2025-09-09 17:45:00,2025-09-09 17:50:00,2025-09-09 17:59:00,43.6,GREEN,0.91,fog
12897,CNB,2025-09-08 18:15:00,2025-09-08 18:16:00,2025-09-08 18:20:00,2025-09-08 18:28:00,67.7,RED,0.93,clear
12930,PNBE,2025-09-18 01:46:00,2025-09-18 01:49:00,2025-09-18 01:58:00,2025-09-18 02:11:00,45.9,RED,0.87,clear
12034,SDAH,2025-09-13 00:48:00,2025-09-13 00:49:00,2025-09-13 00:53:00,2025-09-13 01:12:00,47.8,GREEN,0.84,fog
12334,SDAH,2025-09-19 10:52:00,2025-09-19 10:57:00,2025-09-19 11:04:00,2025-09-19 11:03:00,42.2,GREEN,0.88,storm
